Data source record id	NCBI tax id	BioSample	BioProject	Data source organism name	NCBI scientific name	RDP taxa	Data source lineage	NCBI taxonomic lineage	RDP taxonomic lineage	basecount	16S gene count	23S gene count	tRNA gene count	Curator	Evidence	Note	References	rrnDB version
GCF_000318765.1	1071766	SAMEA2272296	PRJNA224116	Chlamydia trachomatis Ia/SotonIa1	Chlamydia trachomatis Ia/SotonIa1	Chlamydia (genus)			Bacteria|domain; Chlamydiota|phylum; Chlamydiia|class; Chlamydiales|order; Chlamydiaceae|family; Chlamydia|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000318785.1	1071767	SAMEA2272048	PRJNA224116	Chlamydia trachomatis Ia/SotonIa3	Chlamydia trachomatis Ia/SotonIa3	Chlamydia (genus)			Bacteria|domain; Chlamydiota|phylum; Chlamydiia|class; Chlamydiales|order; Chlamydiaceae|family; Chlamydia|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000318825.1	1071769	SAMEA2272273	PRJNA224116	Chlamydia trachomatis L1/440/LN	Chlamydia trachomatis L1/440/LN	Chlamydia (genus)			Bacteria|domain; Chlamydiota|phylum; Chlamydiia|class; Chlamydiales|order; Chlamydiaceae|family; Chlamydia|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000318845.1	1071770	SAMEA2271978	PRJNA224116	Chlamydia trachomatis L1/115	Chlamydia trachomatis L1/115	Chlamydia (genus)			Bacteria|domain; Chlamydiota|phylum; Chlamydiia|class; Chlamydiales|order; Chlamydiaceae|family; Chlamydia|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000318865.1	1071771	SAMEA2272374	PRJNA224116	Chlamydia trachomatis L1/224	Chlamydia trachomatis L1/224	Chlamydia (genus)			Bacteria|domain; Chlamydiota|phylum; Chlamydiia|class; Chlamydiales|order; Chlamydiaceae|family; Chlamydia|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000318885.1	1071772	SAMEA767949	PRJNA224116	Chlamydia trachomatis L2/25667R	Chlamydia trachomatis L2/25667R	Chlamydia (genus)			Bacteria|domain; Chlamydiota|phylum; Chlamydiia|class; Chlamydiales|order; Chlamydiaceae|family; Chlamydia|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000318905.1	1071773	SAMEA2272637	PRJNA224116	Chlamydia trachomatis L2b/8200/07	Chlamydia trachomatis L2b/8200/07	Chlamydia (genus)			Bacteria|domain; Chlamydiota|phylum; Chlamydiia|class; Chlamydiales|order; Chlamydiaceae|family; Chlamydia|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000318925.1	1071774	SAMEA2272096	PRJNA224116	Chlamydia trachomatis L2b/UCH-2	Chlamydia trachomatis L2b/UCH-2	Chlamydia (genus)			Bacteria|domain; Chlamydiota|phylum; Chlamydiia|class; Chlamydiales|order; Chlamydiaceae|family; Chlamydia|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000318985.1	1071777	SAMEA2272281	PRJNA224116	Chlamydia trachomatis L2b/795	Chlamydia trachomatis L2b/795	Chlamydia (genus)			Bacteria|domain; Chlamydiota|phylum; Chlamydiia|class; Chlamydiales|order; Chlamydiaceae|family; Chlamydia|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000319105.1	1071783	SAMEA2272107	PRJNA224116	Chlamydia trachomatis L3/404/LN	Chlamydia trachomatis L3/404/LN	Chlamydia (genus)			Bacteria|domain; Chlamydiota|phylum; Chlamydiia|class; Chlamydiales|order; Chlamydiaceae|family; Chlamydia|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000319225.1	1267577	SAMN02641519	PRJNA224116	Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)	Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)	Orrella (genus)			Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Orrella|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000319245.1	1208923	SAMN02641518	PRJNA224116	Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	Orrella (genus)			Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Alcaligenaceae|family; Orrella|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000319385.1	1193729	SAMN02604248	PRJNA224116	Candidatus Endolissoclinum faulkneri L2	Candidatus Endolissoclinum faulkneri L2	Thalassobaculum (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Rhodospirillales|order; Thalassobaculaceae|family; Thalassobaculum|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000319475.1	1225788	SAMN02603673	PRJNA224116	Bacillus velezensis AS43.3	Bacillus velezensis AS43.3	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		9				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000319575.2	1260251	SAMN02603230	PRJNA224116	Spiribacter salinus M19-40	Spiribacter salinus M19-40	Spiribacter (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Chromatiales|order; Ectothiorhodospiraceae|family; Spiribacter|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000319655.2	1233262	SAMN02471519	PRJNA224116	Mycoplasmoides pneumoniae PO1	Mycoplasmoides pneumoniae PO1	Mycoplasmoides (genus)			Bacteria|domain; Mycoplasmatota|phylum; Mollicutes|class; Mycoplasmoidales|order; Mycoplasmoidaceae|family; Mycoplasmoides|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000319675.2	1236904	SAMN02471520	PRJNA224116	Mycoplasmoides pneumoniae PI 1428	Mycoplasmoides pneumoniae PI 1428	Mycoplasmoides (genus)			Bacteria|domain; Mycoplasmatota|phylum; Mollicutes|class; Mycoplasmoidales|order; Mycoplasmoidaceae|family; Mycoplasmoides|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000320385.2	1235461	SAMN02603224	PRJNA224116	Sinorhizobium meliloti GR4	Sinorhizobium meliloti GR4	Ensifer (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Hyphomicrobiales|order; Rhizobiaceae|family; Ensifer|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000321395.1	1192196	SAMN02603212	PRJNA224116	Bacillus subtilis subsp. subtilis str. BSP1	Bacillus subtilis subsp. subtilis str. BSP1	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		10				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000321415.2	1255043	SAMN02602962	PRJNA224116	Thioalkalivibrio nitratireducens DSM 14787	Thioalkalivibrio nitratireducens DSM 14787	Thioalkalivibrio (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Chromatiales|order; Ectothiorhodospiraceae|family; Thioalkalivibrio|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000325665.1	1042417	SAMN02603038	PRJNA224116	Brachyspira pilosicoli P43/6/78	Brachyspira pilosicoli P43/6/78	Brachyspira (genus)			Bacteria|domain; Spirochaetota|phylum; Spirochaetia|class; Brachyspirales|order; Brachyspiraceae|family; Brachyspira|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000325705.1	926556	SAMN02232018	PRJNA224116	Echinicola vietnamensis DSM 17526	Echinicola vietnamensis DSM 17526	Echinicola (genus)			Bacteria|domain; Bacteroidota|phylum; Cytophagia|class; Cytophagales|order; Cyclobacteriaceae|family; Echinicola|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000325725.1	1215088	SAMN02604102	PRJNA224116	Pseudomonas putida HB3267	Pseudomonas putida HB3267	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000325745.1	1215343	SAMN02604174	PRJNA224116	Liberibacter crescens BT-1	Liberibacter crescens BT-1	Liberibacter (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Hyphomicrobiales|order; Rhizobiaceae|family; Liberibacter|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000327045.1	765912	SAMN02232063	PRJNA224116	Thioflavicoccus mobilis 8321	Thioflavicoccus mobilis 8321	Chromatiaceae (family)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Chromatiales|order; Chromatiaceae|family		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000327065.1	644801	SAMN02232046	PRJNA224116	Stutzerimonas stutzeri RCH2	Stutzerimonas stutzeri RCH2	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000327395.2	1179777	SAMN01730980	PRJNA224116	Mycoplasma feriruminatoris	Mycoplasma feriruminatoris	Mycoplasma (genus)			Bacteria|domain; Mycoplasmatota|phylum; Mollicutes|class; Mycoplasmatales|order; Mycoplasmataceae|family; Mycoplasma|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000327485.1	593750	SAMN02232038	PRJNA224116	Methanoregula formicica SMSP	Methanoregula formicica SMSP	Methanoregula (genus)			Archaea|domain; Euryarchaeota|phylum; Methanomicrobia|class; Methanomicrobiales|order; Methanoregulaceae|family; Methanoregula|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000327505.1	673860	SAMN02261429	PRJNA224116	Aciduliprofundum sp. MAR08-339	Aciduliprofundum sp. MAR08-339	Thermoplasmatales (order)			Archaea|domain; Euryarchaeota|phylum; Thermoplasmata|class; Thermoplasmatales|order		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000328405.1	1211705	SAMN02604302	PRJNA224116	Vibrio parahaemolyticus BB22OP	Vibrio parahaemolyticus BB22OP	Vibrio (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Vibrionales|order; Vibrionaceae|family; Vibrio|genus		11				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000328525.1	797302	SAMN02232030	PRJNA224116	Halovivax ruber XH-70	Halovivax ruber XH-70	Halovivax (genus)			Archaea|domain; Euryarchaeota|phylum; Halobacteria|class; Natrialbales|order; Natrialbaceae|family; Halovivax|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000328545.1	698948	SAMN02261387	PRJNA224116	Thermoanaerobacterium thermosaccharolyticum M0795	Thermoanaerobacterium thermosaccharolyticum M0795	Thermoanaerobacterium (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Eubacteriales_incertae_sedis_III|family; Thermoanaerobacterium|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000328565.1	212767	SAMN02261384	PRJNA224116	Mycobacterium sp. JS623	Mycobacterium sp. JS623	Mycobacterium (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Mycobacteriaceae|family; Mycobacterium|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000328625.1	748449	SAMN02261360	PRJNA224116	Halobacteroides halobius DSM 5150	Halobacteroides halobius DSM 5150	Halobacteroides (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Halanaerobiales|order; Halobacteroidaceae|family; Halobacteroides|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000328665.1	867904	SAMN02261367	PRJNA224116	Methanomethylovorans hollandica DSM 15978	Methanomethylovorans hollandica DSM 15978	Methanomethylovorans (genus)			Archaea|domain; Euryarchaeota|phylum; Methanomicrobia|class; Methanosarcinales|order; Methanosarcinaceae|family; Methanomethylovorans|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000328685.1	694430	SAMN02261263	PRJNA224116	Natronococcus occultus SP4	Natronococcus occultus SP4	Natronococcus (genus)			Archaea|domain; Euryarchaeota|phylum; Halobacteria|class; Natrialbales|order; Natrialbaceae|family; Natronococcus|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000328705.1	1179773	SAMEA2272236	PRJNA224116	Saccharothrix espanaensis DSM 44229	Saccharothrix espanaensis DSM 44229	Saccharothrix (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Pseudonocardiales|order; Pseudonocardiaceae|family; Saccharothrix|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000328725.1	1246955	SAMEA2272626	PRJNA224116	Mycoplasmopsis cynos C142	Mycoplasmopsis cynos C142	Mycoplasmopsis (genus)			Bacteria|domain; Mycoplasmatota|phylum; Mollicutes|class; Mycoplasmoidales|order; Metamycoplasmataceae|family; Mycoplasmopsis|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000328765.2	1209989	SAMEA2272437	PRJNA224116	Tepidanaerobacter acetatoxydans Re1	Tepidanaerobacter acetatoxydans Re1	Tepidanaerobacter (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Thermosediminibacterales|order; Tepidanaerobacteraceae|family; Tepidanaerobacter|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000329365.2	886715	SAMN01041170	PRJNA224116	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0968	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_0968	Salmonella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Salmonella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000330485.2	1029979	SAMN01805317	PRJNA224116	Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120	Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120	Salmonella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Salmonella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000330865.1	671990	SAMN02604288	PRJNA224116	Serratia sp. FGI94	Serratia sp. FGI94	Serratia (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Yersiniaceae|family; Serratia|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000330885.1	698761	SAMN02604105	PRJNA224116	Rhizobium tropici CIAT 899	Rhizobium tropici CIAT 899	Rhizobium (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Hyphomicrobiales|order; Rhizobiaceae|family; Rhizobium|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000331065.1	1240471	SAMN02603213	PRJNA224116	Candidatus Blochmanniella chromaiodes str. 640	Candidatus Blochmanniella chromaiodes str. 640	Pectobacteriaceae (family)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Pectobacteriaceae|family		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000331085.3	1238993	SAMN02604130	PRJNA224116	Mycoplasmoides pneumoniae M129-B7	Mycoplasmoides pneumoniae M129-B7	Mycoplasmoides (genus)			Bacteria|domain; Mycoplasmatota|phylum; Mollicutes|class; Mycoplasmoidales|order; Mycoplasmoidaceae|family; Mycoplasmoides|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000331165.2	1214915	SAMN02472105	PRJNA224116	Mycolicibacterium smegmatis MKD8	Mycolicibacterium smegmatis MKD8	Mycobacterium (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Mycobacteriaceae|family; Mycobacterium|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000331185.2	1265868	SAMN02471950	PRJNA224116	Streptomyces rimosus subsp. rimosus ATCC 10970	Streptomyces rimosus subsp. rimosus ATCC 10970	Streptomyces (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Streptomycetales|order; Streptomycetaceae|family; Streptomyces|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000331445.1	1138877	SAMEA2272730	PRJNA224116	Mycobacterium tuberculosis 7199-99	Mycobacterium tuberculosis 7199-99	Mycobacterium (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Mycobacteriaceae|family; Mycobacterium|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000331695.1	1271752	SAMN02602992	PRJNA224116	Riemerella anatipestifer RA-CH-2	Riemerella anatipestifer RA-CH-2	Riemerella (genus)			Bacteria|domain; Bacteroidota|phylum; Flavobacteriia|class; Flavobacteriales|order; Weeksellaceae|family; Riemerella|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000331715.1	1234378	SAMN02603631	PRJNA224116	Lawsonia intracellularis N343	Lawsonia intracellularis N343	Lawsonia (genus)			Bacteria|domain; Pseudomonadota|phylum; Deltaproteobacteria|class; Desulfovibrionales|order; Desulfovibrionaceae|family; Lawsonia|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000331735.1	1278073	SAMN02603594	PRJNA224116	Myxococcus stipitatus DSM 14675	Myxococcus stipitatus DSM 14675	Myxococcus (genus)			Bacteria|domain; Pseudomonadota|phylum; Deltaproteobacteria|class; Myxococcales|order; Cystobacterineae|suborder; Myxococcaceae|family; Myxococcus|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000331995.1	1121335	SAMN02603280	PRJNA224116	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	Thermoclostridium (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Oscillospiraceae|family; Thermoclostridium|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000332115.1	592029	SAMN02603479	PRJNA224116	Nonlabens dokdonensis DSW-6	Nonlabens dokdonensis DSW-6	Nonlabens (genus)			Bacteria|domain; Bacteroidota|phylum; Flavobacteriia|class; Flavobacteriales|order; Flavobacteriaceae|family; Nonlabens|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_000332755.1	1274814	SAMN02603426	PRJNA224116	Escherichia coli APEC O78	Escherichia coli APEC O78	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
